policyID,statecode,county
894944,FL,WALTON COUNTY
664654,FL,WALTON COUNTY
907057,FL,WALTON COUNTY
998569,FL,WALTON COUNTY
792947,FL,WALTON COUNTY
502869,FL,WALTON COUNTY
725878,FL,WALTON COUNTY
230998,FL,WALTON COUNTY
423210,FL,WALTON COUNTY
389940,FL,WALTON COUNTY
664326,FL,WALTON COUNTY
240123,FL,WALTON COUNTY
331172,FL,WALTON COUNTY
556670,FL,WALTON COUNTY
846632,FL,WALTON COUNTY
322952,FL,WALTON COUNTY
176662,FL,WALTON COUNTY
402035,FL,WALTON COUNTY
605361,FL,WALTON COUNTY
443281,FL,WALTON COUNTY
805272,FL,WALTON COUNTY
241436,FL,WALTON COUNTY
995966,FL,WALTON COUNTY
522413,FL,WALTON COUNTY
161754,FL,WALTON COUNTY
990849,FL,WALTON COUNTY
474544,FL,WALTON COUNTY
324243,FL,WALTON COUNTY
477231,FL,WALTON COUNTY
792493,FL,WALTON COUNTY
412141,FL,WALTON COUNTY
524599,FL,WALTON COUNTY
885997,FL,WALTON COUNTY
420433,FL,WALTON COUNTY
729792,FL,WALTON COUNTY
395368,FL,WALTON COUNTY
205934,FL,WALTON COUNTY
578516,FL,WALTON COUNTY
872862,FL,WALTON COUNTY
114347,FL,WALTON COUNTY
475670,FL,WALTON COUNTY
443621,FL,WALTON COUNTY
673952,FL,WALTON COUNTY
646454,FL,WALTON COUNTY
950759,FL,WALTON COUNTY
429724,FL,JACKSON COUNTY
424668,FL,JACKSON COUNTY
540318,FL,JACKSON COUNTY
491387,FL,JACKSON COUNTY
653920,FL,JACKSON COUNTY
924154,FL,JACKSON COUNTY
495756,FL,JACKSON COUNTY
979918,FL,JACKSON COUNTY
773304,FL,JACKSON COUNTY
546476,FL,JACKSON COUNTY
993585,FL,JACKSON COUNTY
535339,FL,JACKSON COUNTY
690173,FL,JACKSON COUNTY
506624,FL,JACKSON COUNTY
736529,FL,JACKSON COUNTY
180830,FL,JACKSON COUNTY
949466,FL,JACKSON COUNTY
425185,FL,JACKSON COUNTY
147649,FL,JACKSON COUNTY
347367,FL,JACKSON COUNTY
552384,FL,WASHINGTON COUNTY
811257,FL,WASHINGTON COUNTY
674211,FL,WASHINGTON COUNTY
166223,FL,WASHINGTON COUNTY
765687,FL,WASHINGTON COUNTY
282794,FL,WASHINGTON COUNTY
593914,FL,WASHINGTON COUNTY
324812,FL,WASHINGTON COUNTY
608083,FL,WASHINGTON COUNTY
423580,FL,WASHINGTON COUNTY
387933,FL,WASHINGTON COUNTY
904424,FL,WASHINGTON COUNTY
761790,FL,WASHINGTON COUNTY
598443,FL,WASHINGTON COUNTY
484654,FL,WASHINGTON COUNTY
527134,FL,WASHINGTON COUNTY
176490,FL,WASHINGTON COUNTY
418718,FL,WASHINGTON COUNTY
380161,FL,WASHINGTON COUNTY
472396,FL,WALTON COUNTY
618259,FL,GULF COUNTY
768626,FL,GULF COUNTY
458435,FL,GULF COUNTY
765917,FL,GULF COUNTY
916187,FL,GULF COUNTY
162788,FL,GULF COUNTY
120519,FL,GULF COUNTY
311330,FL,GULF COUNTY
387890,FL,GULF COUNTY
208316,FL,GULF COUNTY
160228,FL,GULF COUNTY
874004,FL,GULF COUNTY
698690,FL,GULF COUNTY
745209,FL,GULF COUNTY
110742,FL,GULF COUNTY
534704,FL,GULF COUNTY
200400,FL,GULF COUNTY
774390,FL,GULF COUNTY
538228,FL,GULF COUNTY
813558,FL,GULF COUNTY
818077,FL,GULF COUNTY
159155,FL,GULF COUNTY
333123,FL,GULF COUNTY
757197,FL,GULF COUNTY
920104,FL,GULF COUNTY
960185,FL,GULF COUNTY
725351,FL,GULF COUNTY
673832,FL,BAY COUNTY
930523,FL,BAY COUNTY
498099,FL,ESCAMBIA COUNTY
305181,FL,ESCAMBIA COUNTY
325705,FL,ESCAMBIA COUNTY
466339,FL,ESCAMBIA COUNTY
971724,FL,ESCAMBIA COUNTY
954511,FL,ESCAMBIA COUNTY
540123,FL,ESCAMBIA COUNTY
213307,FL,ESCAMBIA COUNTY
216606,FL,ESCAMBIA COUNTY
874075,FL,ESCAMBIA COUNTY
971470,FL,ESCAMBIA COUNTY
366404,FL,ESCAMBIA COUNTY
876618,FL,ESCAMBIA COUNTY
405650,FL,ESCAMBIA COUNTY
491600,FL,ESCAMBIA COUNTY
568134,FL,ESCAMBIA COUNTY
242703,FL,ESCAMBIA COUNTY
384502,FL,ESCAMBIA COUNTY
453529,FL,ESCAMBIA COUNTY
901763,FL,ESCAMBIA COUNTY
156912,FL,ESCAMBIA COUNTY
684723,FL,ESCAMBIA COUNTY
424691,FL,ESCAMBIA COUNTY
492823,FL,ESCAMBIA COUNTY
203236,FL,ESCAMBIA COUNTY
676080,FL,ESCAMBIA COUNTY
299949,FL,ESCAMBIA COUNTY
909870,FL,ESCAMBIA COUNTY
973531,FL,ESCAMBIA COUNTY
734936,FL,ESCAMBIA COUNTY
470691,FL,ESCAMBIA COUNTY
110865,FL,ESCAMBIA COUNTY
475900,FL,ESCAMBIA COUNTY
226393,FL,ESCAMBIA COUNTY
210736,FL,ESCAMBIA COUNTY
305466,FL,ESCAMBIA COUNTY
894356,FL,ESCAMBIA COUNTY
885456,FL,ESCAMBIA COUNTY
538335,FL,ESCAMBIA COUNTY
609325,FL,ESCAMBIA COUNTY
137546,FL,ESCAMBIA COUNTY
277745,FL,ESCAMBIA COUNTY
295124,FL,ESCAMBIA COUNTY
621716,FL,ESCAMBIA COUNTY
132178,FL,ESCAMBIA COUNTY
120869,FL,ESCAMBIA COUNTY
140522,FL,ESCAMBIA COUNTY
727284,FL,ESCAMBIA COUNTY
236135,FL,ESCAMBIA COUNTY
787194,FL,ESCAMBIA COUNTY
852514,FL,ESCAMBIA COUNTY
343463,FL,ESCAMBIA COUNTY
780366,FL,ESCAMBIA COUNTY
866819,FL,ESCAMBIA COUNTY
199429,FL,ESCAMBIA COUNTY
119518,FL,ESCAMBIA COUNTY
747453,FL,ESCAMBIA COUNTY
440966,FL,ESCAMBIA COUNTY
194655,FL,ESCAMBIA COUNTY
951443,FL,ESCAMBIA COUNTY
702469,FL,ESCAMBIA COUNTY
793790,FL,ESCAMBIA COUNTY
438939,FL,ESCAMBIA COUNTY
999934,FL,ESCAMBIA COUNTY
250883,FL,ESCAMBIA COUNTY
385392,FL,ESCAMBIA COUNTY
608329,FL,ESCAMBIA COUNTY
457841,FL,ESCAMBIA COUNTY
493081,FL,ESCAMBIA COUNTY
934596,FL,ESCAMBIA COUNTY
548420,FL,ESCAMBIA COUNTY
335002,FL,ESCAMBIA COUNTY
165548,FL,ESCAMBIA COUNTY
377989,FL,ESCAMBIA COUNTY
227423,FL,ESCAMBIA COUNTY
124412,FL,ESCAMBIA COUNTY
377470,FL,ESCAMBIA COUNTY
621976,FL,ESCAMBIA COUNTY
246495,FL,ESCAMBIA COUNTY
835654,FL,ESCAMBIA COUNTY
752159,FL,ESCAMBIA COUNTY
883077,FL,ESCAMBIA COUNTY
770421,FL,ESCAMBIA COUNTY
993256,FL,ESCAMBIA COUNTY
608797,FL,ESCAMBIA COUNTY
177498,FL,ESCAMBIA COUNTY
583056,FL,ESCAMBIA COUNTY
648684,FL,ESCAMBIA COUNTY
772506,FL,ESCAMBIA COUNTY
219637,FL,ESCAMBIA COUNTY
258611,FL,ESCAMBIA COUNTY
809796,FL,ESCAMBIA COUNTY
208711,FL,ESCAMBIA COUNTY
323348,FL,ESCAMBIA COUNTY
728302,FL,ESCAMBIA COUNTY
522495,FL,ESCAMBIA COUNTY
129550,FL,ESCAMBIA COUNTY
453849,FL,ESCAMBIA COUNTY
941314,FL,ESCAMBIA COUNTY
458742,FL,ESCAMBIA COUNTY
895375,FL,ESCAMBIA COUNTY
185051,FL,ESCAMBIA COUNTY
462082,FL,ESCAMBIA COUNTY
882912,FL,ESCAMBIA COUNTY
234498,FL,ESCAMBIA COUNTY
176588,FL,ESCAMBIA COUNTY
842073,FL,ESCAMBIA COUNTY
743463,FL,ESCAMBIA COUNTY
242608,FL,ESCAMBIA COUNTY
231375,FL,ESCAMBIA COUNTY
718468,FL,ESCAMBIA COUNTY
394321,FL,ESCAMBIA COUNTY
444948,FL,ESCAMBIA COUNTY
238013,FL,ESCAMBIA COUNTY
271859,FL,ESCAMBIA COUNTY
211885,FL,ESCAMBIA COUNTY
776863,FL,ESCAMBIA COUNTY
722439,FL,ESCAMBIA COUNTY
359327,FL,ESCAMBIA COUNTY
710731,FL,ESCAMBIA COUNTY
776506,FL,ESCAMBIA COUNTY
645112,FL,ESCAMBIA COUNTY
482005,FL,ESCAMBIA COUNTY
502056,FL,ESCAMBIA COUNTY
572712,FL,ESCAMBIA COUNTY
462794,FL,ESCAMBIA COUNTY
292594,FL,ESCAMBIA COUNTY
501693,FL,ESCAMBIA COUNTY
216263,FL,ESCAMBIA COUNTY
773421,FL,ESCAMBIA COUNTY
245630,FL,ESCAMBIA COUNTY
572151,FL,ESCAMBIA COUNTY
547063,FL,ESCAMBIA COUNTY
230388,FL,ESCAMBIA COUNTY
708957,FL,ESCAMBIA COUNTY
515262,FL,ESCAMBIA COUNTY
756887,FL,ESCAMBIA COUNTY
676849,FL,ESCAMBIA COUNTY
357598,FL,ESCAMBIA COUNTY
934659,FL,ESCAMBIA COUNTY
257988,FL,ESCAMBIA COUNTY
430403,FL,ESCAMBIA COUNTY
569210,FL,ESCAMBIA COUNTY
307831,FL,ESCAMBIA COUNTY
339743,FL,ESCAMBIA COUNTY
745408,FL,ESCAMBIA COUNTY
539716,FL,ESCAMBIA COUNTY
101917,FL,ESCAMBIA COUNTY
820525,FL,ESCAMBIA COUNTY
307438,FL,ESCAMBIA COUNTY
170986,FL,ESCAMBIA COUNTY
357034,FL,ESCAMBIA COUNTY
914080,FL,ESCAMBIA COUNTY
974421,FL,ESCAMBIA COUNTY
220168,FL,ESCAMBIA COUNTY
959902,FL,ESCAMBIA COUNTY
795347,FL,ESCAMBIA COUNTY
732807,FL,ESCAMBIA COUNTY
227458,FL,ESCAMBIA COUNTY
890669,FL,ESCAMBIA COUNTY
819429,FL,ESCAMBIA COUNTY
639251,FL,ESCAMBIA COUNTY
158748,FL,ESCAMBIA COUNTY
772770,FL,ESCAMBIA COUNTY
152480,FL,ESCAMBIA COUNTY
859106,FL,ESCAMBIA COUNTY
581469,FL,ESCAMBIA COUNTY
956578,FL,ESCAMBIA COUNTY
183150,FL,ESCAMBIA COUNTY
784387,FL,ESCAMBIA COUNTY
891604,FL,ESCAMBIA COUNTY
409847,FL,ESCAMBIA COUNTY
636070,FL,ESCAMBIA COUNTY
817161,FL,ESCAMBIA COUNTY
943428,FL,ESCAMBIA COUNTY
806748,FL,ESCAMBIA COUNTY
562174,FL,ESCAMBIA COUNTY
934491,FL,ESCAMBIA COUNTY
436612,FL,ESCAMBIA COUNTY
728370,FL,ESCAMBIA COUNTY
762676,FL,ESCAMBIA COUNTY
734837,FL,ESCAMBIA COUNTY
752475,FL,ESCAMBIA COUNTY
257481,FL,ESCAMBIA COUNTY
695884,FL,ESCAMBIA COUNTY
187491,FL,ESCAMBIA COUNTY
868235,FL,ESCAMBIA COUNTY
840135,FL,ESCAMBIA COUNTY
136438,FL,ESCAMBIA COUNTY
188725,FL,ESCAMBIA COUNTY
281230,FL,ESCAMBIA COUNTY
291930,FL,ESCAMBIA COUNTY
111122,FL,ESCAMBIA COUNTY
676051,FL,ESCAMBIA COUNTY
849208,FL,ESCAMBIA COUNTY
778619,FL,ESCAMBIA COUNTY
472645,FL,ESCAMBIA COUNTY
598219,FL,ESCAMBIA COUNTY
204934,FL,ESCAMBIA COUNTY
958855,FL,ESCAMBIA COUNTY
687514,FL,ESCAMBIA COUNTY
538729,FL,ESCAMBIA COUNTY
696393,FL,ESCAMBIA COUNTY
274681,FL,ESCAMBIA COUNTY
415978,FL,ESCAMBIA COUNTY
160023,FL,ESCAMBIA COUNTY
184988,FL,ESCAMBIA COUNTY
218831,FL,ESCAMBIA COUNTY
596035,FL,ESCAMBIA COUNTY
168397,FL,ESCAMBIA COUNTY
423292,FL,ESCAMBIA COUNTY
828873,FL,ESCAMBIA COUNTY
204797,FL,ESCAMBIA COUNTY
897569,FL,ESCAMBIA COUNTY
799747,FL,ESCAMBIA COUNTY
464641,FL,ESCAMBIA COUNTY
696673,FL,ESCAMBIA COUNTY
976632,FL,ESCAMBIA COUNTY
732026,FL,ESCAMBIA COUNTY
117534,FL,ESCAMBIA COUNTY
872422,FL,ESCAMBIA COUNTY
899914,FL,ESCAMBIA COUNTY
384082,FL,ESCAMBIA COUNTY
896585,FL,ESCAMBIA COUNTY
152761,FL,ESCAMBIA COUNTY
544530,FL,ESCAMBIA COUNTY
805168,FL,ESCAMBIA COUNTY
709187,FL,ESCAMBIA COUNTY
409699,FL,ESCAMBIA COUNTY
416182,FL,ESCAMBIA COUNTY
590430,FL,ESCAMBIA COUNTY
528889,FL,ESCAMBIA COUNTY
261688,FL,ESCAMBIA COUNTY
115390,FL,ESCAMBIA COUNTY
398857,FL,ESCAMBIA COUNTY
760015,FL,ESCAMBIA COUNTY
903693,FL,ESCAMBIA COUNTY
769620,FL,ESCAMBIA COUNTY
104286,FL,ESCAMBIA COUNTY
146960,FL,ESCAMBIA COUNTY
233763,FL,ESCAMBIA COUNTY
285808,FL,ESCAMBIA COUNTY
646299,FL,ESCAMBIA COUNTY
760225,FL,ESCAMBIA COUNTY
979849,FL,ESCAMBIA COUNTY
219918,FL,ESCAMBIA COUNTY
625730,FL,ESCAMBIA COUNTY
522608,FL,ESCAMBIA COUNTY
165057,FL,ESCAMBIA COUNTY
159906,FL,ESCAMBIA COUNTY
378949,FL,ESCAMBIA COUNTY
662978,FL,ESCAMBIA COUNTY
558678,FL,ESCAMBIA COUNTY
730488,FL,ESCAMBIA COUNTY
229350,FL,ESCAMBIA COUNTY
817582,FL,ESCAMBIA COUNTY
874837,FL,ESCAMBIA COUNTY
774295,FL,ESCAMBIA COUNTY
760133,FL,ESCAMBIA COUNTY
772729,FL,ESCAMBIA COUNTY
239902,FL,ESCAMBIA COUNTY
904378,FL,ESCAMBIA COUNTY
314179,FL,ESCAMBIA COUNTY
303881,FL,ESCAMBIA COUNTY
517094,FL,ESCAMBIA COUNTY
107937,FL,ESCAMBIA COUNTY
917246,FL,ESCAMBIA COUNTY
257598,FL,ESCAMBIA COUNTY
644718,FL,ESCAMBIA COUNTY
747921,FL,ESCAMBIA COUNTY
442005,FL,ESCAMBIA COUNTY
659759,FL,ESCAMBIA COUNTY
213603,FL,ESCAMBIA COUNTY
838151,FL,ESCAMBIA COUNTY
267426,FL,ESCAMBIA COUNTY
571302,FL,ESCAMBIA COUNTY
698726,FL,ESCAMBIA COUNTY
282310,FL,ESCAMBIA COUNTY
539291,FL,ESCAMBIA COUNTY
375853,FL,ESCAMBIA COUNTY
240937,FL,ESCAMBIA COUNTY
919609,FL,ESCAMBIA COUNTY
476820,FL,ESCAMBIA COUNTY
159650,FL,ESCAMBIA COUNTY
615969,FL,ESCAMBIA COUNTY
100552,FL,ESCAMBIA COUNTY
651052,FL,ESCAMBIA COUNTY
748723,FL,ESCAMBIA COUNTY
673237,FL,ESCAMBIA COUNTY
110064,FL,ESCAMBIA COUNTY
703669,FL,ESCAMBIA COUNTY
519631,FL,ESCAMBIA COUNTY
329672,FL,ESCAMBIA COUNTY
294876,FL,ESCAMBIA COUNTY
820774,FL,ESCAMBIA COUNTY
252218,FL,ESCAMBIA COUNTY
865012,FL,ESCAMBIA COUNTY
849538,FL,ESCAMBIA COUNTY
981829,FL,ESCAMBIA COUNTY
770201,FL,ESCAMBIA COUNTY
826721,FL,ESCAMBIA COUNTY
396474,FL,ESCAMBIA COUNTY
880873,FL,ESCAMBIA COUNTY
565387,FL,ESCAMBIA COUNTY
332302,FL,ESCAMBIA COUNTY
460245,FL,ESCAMBIA COUNTY
911743,FL,ESCAMBIA COUNTY
267295,FL,ESCAMBIA COUNTY
872032,FL,ESCAMBIA COUNTY
613154,FL,ESCAMBIA COUNTY
976549,FL,ESCAMBIA COUNTY
179720,FL,ESCAMBIA COUNTY
265541,FL,ESCAMBIA COUNTY
850806,FL,ESCAMBIA COUNTY
852687,FL,ESCAMBIA COUNTY
315838,FL,ESCAMBIA COUNTY
203148,FL,ESCAMBIA COUNTY
130405,FL,ESCAMBIA COUNTY
131808,FL,ESCAMBIA COUNTY
134560,FL,ESCAMBIA COUNTY
505648,FL,ESCAMBIA COUNTY
775324,FL,ESCAMBIA COUNTY
811476,FL,ESCAMBIA COUNTY
182634,FL,ESCAMBIA COUNTY
427559,FL,ESCAMBIA COUNTY
437777,FL,ESCAMBIA COUNTY
902563,FL,ESCAMBIA COUNTY
367446,FL,ESCAMBIA COUNTY
271334,FL,ESCAMBIA COUNTY
612601,FL,ESCAMBIA COUNTY
316847,FL,ESCAMBIA COUNTY
150303,FL,ESCAMBIA COUNTY
394051,FL,ESCAMBIA COUNTY
542171,FL,ESCAMBIA COUNTY
171860,FL,ESCAMBIA COUNTY
400481,FL,ESCAMBIA COUNTY
816979,FL,ESCAMBIA COUNTY
727342,FL,ESCAMBIA COUNTY
445739,FL,ESCAMBIA COUNTY
404437,FL,ESCAMBIA COUNTY
609024,FL,ESCAMBIA COUNTY
755866,FL,ESCAMBIA COUNTY
112859,FL,ESCAMBIA COUNTY
962786,FL,ESCAMBIA COUNTY
496644,FL,ESCAMBIA COUNTY
535918,FL,ESCAMBIA COUNTY
463363,FL,ESCAMBIA COUNTY
226759,FL,ESCAMBIA COUNTY
607543,FL,ESCAMBIA COUNTY
425549,FL,ESCAMBIA COUNTY
327498,FL,ESCAMBIA COUNTY
396221,FL,ESCAMBIA COUNTY
690336,FL,ESCAMBIA COUNTY
136887,FL,ESCAMBIA COUNTY
635836,FL,ESCAMBIA COUNTY
515258,FL,ESCAMBIA COUNTY
651907,FL,ESCAMBIA COUNTY
536350,FL,ESCAMBIA COUNTY
986555,FL,ESCAMBIA COUNTY
201560,FL,ESCAMBIA COUNTY
508697,FL,ESCAMBIA COUNTY
111291,FL,ESCAMBIA COUNTY
609096,FL,ESCAMBIA COUNTY
822949,FL,ESCAMBIA COUNTY
602022,FL,ESCAMBIA COUNTY
705280,FL,ESCAMBIA COUNTY
680770,FL,ESCAMBIA COUNTY
107422,FL,ESCAMBIA COUNTY
856543,FL,ESCAMBIA COUNTY
619650,FL,ESCAMBIA COUNTY
572365,FL,ESCAMBIA COUNTY
595809,FL,ESCAMBIA COUNTY
257438,FL,ESCAMBIA COUNTY
823119,FL,ESCAMBIA COUNTY
617556,FL,ESCAMBIA COUNTY
764690,FL,ESCAMBIA COUNTY
864046,FL,ESCAMBIA COUNTY
193605,FL,ESCAMBIA COUNTY
140260,FL,ESCAMBIA COUNTY
630427,FL,ESCAMBIA COUNTY
667000,FL,ESCAMBIA COUNTY
534281,FL,ESCAMBIA COUNTY
733846,FL,ESCAMBIA COUNTY
441668,FL,ESCAMBIA COUNTY
346905,FL,ESCAMBIA COUNTY
471804,FL,ESCAMBIA COUNTY
924273,FL,ESCAMBIA COUNTY
782472,FL,ESCAMBIA COUNTY
923115,FL,ESCAMBIA COUNTY
460088,FL,ESCAMBIA COUNTY
435210,FL,ESCAMBIA COUNTY
465217,FL,ESCAMBIA COUNTY
632642,FL,ESCAMBIA COUNTY
946716,FL,ESCAMBIA COUNTY
889218,FL,ESCAMBIA COUNTY
404441,FL,ESCAMBIA COUNTY
444832,FL,ESCAMBIA COUNTY
963351,FL,ESCAMBIA COUNTY
933512,FL,ESCAMBIA COUNTY
266370,FL,ESCAMBIA COUNTY
558297,FL,ESCAMBIA COUNTY
906995,FL,ESCAMBIA COUNTY
109623,FL,ESCAMBIA COUNTY
785276,FL,ESCAMBIA COUNTY
184434,FL,ESCAMBIA COUNTY
193939,FL,ESCAMBIA COUNTY
500086,FL,ESCAMBIA COUNTY
639901,FL,ESCAMBIA COUNTY
323489,FL,ESCAMBIA COUNTY
937572,FL,ESCAMBIA COUNTY
756783,FL,ESCAMBIA COUNTY
433616,FL,ESCAMBIA COUNTY
826854,FL,ESCAMBIA COUNTY
331401,FL,ESCAMBIA COUNTY
259660,FL,ESCAMBIA COUNTY
518773,FL,ESCAMBIA COUNTY
123592,FL,ESCAMBIA COUNTY
475196,FL,ESCAMBIA COUNTY
143117,FL,ESCAMBIA COUNTY
984362,FL,ESCAMBIA COUNTY
134777,FL,ESCAMBIA COUNTY
222297,FL,ESCAMBIA COUNTY
265957,FL,ESCAMBIA COUNTY
918381,FL,ESCAMBIA COUNTY
796136,FL,ESCAMBIA COUNTY
845445,FL,ESCAMBIA COUNTY
226030,FL,ESCAMBIA COUNTY
271564,FL,ESCAMBIA COUNTY
924063,FL,ESCAMBIA COUNTY
103266,FL,ESCAMBIA COUNTY
700435,FL,SANTA ROSA COUNTY
659660,FL,SANTA ROSA COUNTY
227300,FL,SANTA ROSA COUNTY
374066,FL,SANTA ROSA COUNTY
123016,FL,SANTA ROSA COUNTY
420523,FL,SANTA ROSA COUNTY
776342,FL,SANTA ROSA COUNTY
776037,FL,SANTA ROSA COUNTY
804597,FL,SANTA ROSA COUNTY
608373,FL,SANTA ROSA COUNTY
595264,FL,SANTA ROSA COUNTY
407421,FL,SANTA ROSA COUNTY
352091,FL,SANTA ROSA COUNTY
803973,FL,SANTA ROSA COUNTY
270558,FL,SANTA ROSA COUNTY
652444,FL,SANTA ROSA COUNTY
827200,FL,SANTA ROSA COUNTY
850231,FL,OKALOOSA COUNTY
498526,FL,OKALOOSA COUNTY
717198,FL,OKALOOSA COUNTY
448126,FL,OKALOOSA COUNTY
184340,FL,OKALOOSA COUNTY
638794,FL,OKALOOSA COUNTY
407739,FL,OKALOOSA COUNTY
184207,FL,OKALOOSA COUNTY
657784,FL,OKALOOSA COUNTY
814859,FL,OKALOOSA COUNTY
811680,FL,OKALOOSA COUNTY
979770,FL,OKALOOSA COUNTY
252003,FL,OKALOOSA COUNTY
226540,FL,OKALOOSA COUNTY
672570,FL,OKALOOSA COUNTY
155093,FL,OKALOOSA COUNTY
974037,FL,OKALOOSA COUNTY
979183,FL,OKALOOSA COUNTY
233479,FL,OKALOOSA COUNTY
755452,FL,OKALOOSA COUNTY
250746,FL,OKALOOSA COUNTY
537361,FL,OKALOOSA COUNTY
915444,FL,OKALOOSA COUNTY
931045,FL,OKALOOSA COUNTY
901729,FL,OKALOOSA COUNTY
768473,FL,OKALOOSA COUNTY
252678,FL,OKALOOSA COUNTY
681011,FL,OKALOOSA COUNTY
951273,FL,OKALOOSA COUNTY
789023,FL,OKALOOSA COUNTY
240265,FL,OKALOOSA COUNTY
588128,FL,OKALOOSA COUNTY
972275,FL,OKALOOSA COUNTY
168545,FL,OKALOOSA COUNTY
197675,FL,OKALOOSA COUNTY
999382,FL,OKALOOSA COUNTY
692391,FL,OKALOOSA COUNTY
672027,FL,OKALOOSA COUNTY
264144,FL,OKALOOSA COUNTY
770696,FL,OKALOOSA COUNTY
187260,FL,OKALOOSA COUNTY
873049,FL,OKALOOSA COUNTY
593470,FL,OKALOOSA COUNTY
963969,FL,OKALOOSA COUNTY
555273,FL,ESCAMBIA COUNTY
615393,FL,ESCAMBIA COUNTY
490494,FL,ESCAMBIA COUNTY
697353,FL,ESCAMBIA COUNTY
421097,FL,ESCAMBIA COUNTY
950831,FL,ESCAMBIA COUNTY
766780,FL,ESCAMBIA COUNTY
204413,FL,ESCAMBIA COUNTY
544764,FL,ESCAMBIA COUNTY
131988,FL,ESCAMBIA COUNTY
129847,FL,ESCAMBIA COUNTY
409099,FL,ESCAMBIA COUNTY
928010,FL,ESCAMBIA COUNTY
466138,FL,ESCAMBIA COUNTY
609599,FL,ESCAMBIA COUNTY
587061,FL,ESCAMBIA COUNTY
230711,FL,ESCAMBIA COUNTY
287115,FL,ESCAMBIA COUNTY
776232,FL,ESCAMBIA COUNTY
745932,FL,ESCAMBIA COUNTY
325051,FL,ESCAMBIA COUNTY
187894,FL,ESCAMBIA COUNTY
195243,FL,ESCAMBIA COUNTY
713013,FL,ESCAMBIA COUNTY
253583,FL,ESCAMBIA COUNTY
781680,FL,ESCAMBIA COUNTY
542224,FL,ESCAMBIA COUNTY
104974,FL,ESCAMBIA COUNTY
723519,FL,ESCAMBIA COUNTY
493420,FL,ESCAMBIA COUNTY
334249,FL,ESCAMBIA COUNTY
527477,FL,ESCAMBIA COUNTY
359947,FL,ESCAMBIA COUNTY
746102,FL,ESCAMBIA COUNTY
949162,FL,ESCAMBIA COUNTY
696418,FL,OKALOOSA COUNTY
194983,FL,OKALOOSA COUNTY
680323,FL,OKALOOSA COUNTY
839993,FL,OKALOOSA COUNTY
541094,FL,OKALOOSA COUNTY
239552,FL,OKALOOSA COUNTY
770103,FL,OKALOOSA COUNTY
165523,FL,OKALOOSA COUNTY
344351,FL,OKALOOSA COUNTY
942745,FL,OKALOOSA COUNTY
947678,FL,OKALOOSA COUNTY
672744,FL,OKALOOSA COUNTY
792046,FL,OKALOOSA COUNTY
387999,FL,OKALOOSA COUNTY
908535,FL,OKALOOSA COUNTY
358731,FL,OKALOOSA COUNTY
677721,FL,OKALOOSA COUNTY
941277,FL,OKALOOSA COUNTY
483690,FL,OKALOOSA COUNTY
857802,FL,OKALOOSA COUNTY
740906,FL,OKALOOSA COUNTY
919102,FL,OKALOOSA COUNTY
304392,FL,OKALOOSA COUNTY
375135,FL,OKALOOSA COUNTY
221539,FL,OKALOOSA COUNTY
371791,FL,OKALOOSA COUNTY
982150,FL,OKALOOSA COUNTY
338482,FL,OKALOOSA COUNTY
286495,FL,OKALOOSA COUNTY
366455,FL,OKALOOSA COUNTY
398273,FL,OKALOOSA COUNTY
912893,FL,OKALOOSA COUNTY
966632,FL,OKALOOSA COUNTY
914040,FL,OKALOOSA COUNTY
882363,FL,OKALOOSA COUNTY
546934,FL,OKALOOSA COUNTY
816632,FL,OKALOOSA COUNTY
589723,FL,OKALOOSA COUNTY
430821,FL,OKALOOSA COUNTY
627786,FL,OKALOOSA COUNTY
736953,FL,OKALOOSA COUNTY
533010,FL,OKALOOSA COUNTY
381430,FL,OKALOOSA COUNTY
759310,FL,OKALOOSA COUNTY
444137,FL,OKALOOSA COUNTY
903870,FL,OKALOOSA COUNTY
624726,FL,OKALOOSA COUNTY
495956,FL,OKALOOSA COUNTY
113363,FL,OKALOOSA COUNTY
357742,FL,OKALOOSA COUNTY
279348,FL,OKALOOSA COUNTY
324826,FL,OKALOOSA COUNTY
215848,FL,OKALOOSA COUNTY
962606,FL,OKALOOSA COUNTY
887227,FL,OKALOOSA COUNTY
565260,FL,OKALOOSA COUNTY
328610,FL,OKALOOSA COUNTY
944346,FL,OKALOOSA COUNTY
644507,FL,OKALOOSA COUNTY
729667,FL,OKALOOSA COUNTY
429283,FL,OKALOOSA COUNTY
581781,FL,OKALOOSA COUNTY
755753,FL,OKALOOSA COUNTY
142827,FL,OKALOOSA COUNTY
341946,FL,OKALOOSA COUNTY
270573,FL,OKALOOSA COUNTY
536379,FL,OKALOOSA COUNTY
171775,FL,OKALOOSA COUNTY
708413,FL,OKALOOSA COUNTY
954090,FL,OKALOOSA COUNTY
549875,FL,OKALOOSA COUNTY
781573,FL,OKALOOSA COUNTY
669963,FL,OKALOOSA COUNTY
973078,FL,OKALOOSA COUNTY
587327,FL,OKALOOSA COUNTY
575246,FL,OKALOOSA COUNTY
943418,FL,OKALOOSA COUNTY
578947,FL,OKALOOSA COUNTY
186785,FL,OKALOOSA COUNTY
636868,FL,OKALOOSA COUNTY
396787,FL,OKALOOSA COUNTY
960541,FL,OKALOOSA COUNTY
112131,FL,OKALOOSA COUNTY
188509,FL,OKALOOSA COUNTY
413139,FL,OKALOOSA COUNTY
962216,FL,OKALOOSA COUNTY
